compound,AreaShape_Area,AreaShape_Perimeter,AreaShape_Eccentricity,AreaShape_Solidity,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxis,AreaShape_MinorAxis,AreaShape_AspectRatio,Intensity_Nuc_Mean_DNA,Intensity_Nuc_Std_DNA,Intensity_Nuc_P95_DNA,Intensity_Cyto_Mean_DNA,Intensity_Cyto_Std_DNA,Intensity_NucCytoRatio_DNA,Intensity_IntegratedNuc_DNA,Texture_LapRMS_Nuc_DNA,Texture_LapRMS_Cyto_DNA,Texture_CV_Cyto_DNA,Intensity_Nuc_Mean_RNA,Intensity_Nuc_Std_RNA,Intensity_Nuc_P95_RNA,Intensity_Cyto_Mean_RNA,Intensity_Cyto_Std_RNA,Intensity_NucCytoRatio_RNA,Intensity_IntegratedNuc_RNA,Texture_LapRMS_Nuc_RNA,Texture_LapRMS_Cyto_RNA,Texture_CV_Cyto_RNA,Intensity_Nuc_Mean_ER,Intensity_Nuc_Std_ER,Intensity_Nuc_P95_ER,Intensity_Cyto_Mean_ER,Intensity_Cyto_Std_ER,Intensity_NucCytoRatio_ER,Intensity_IntegratedNuc_ER,Texture_LapRMS_Nuc_ER,Texture_LapRMS_Cyto_ER,Texture_CV_Cyto_ER,Intensity_Nuc_Mean_AGP,Intensity_Nuc_Std_AGP,Intensity_Nuc_P95_AGP,Intensity_Cyto_Mean_AGP,Intensity_Cyto_Std_AGP,Intensity_NucCytoRatio_AGP,Intensity_IntegratedNuc_AGP,Texture_LapRMS_Nuc_AGP,Texture_LapRMS_Cyto_AGP,Texture_CV_Cyto_AGP,Intensity_Nuc_Mean_Mito,Intensity_Nuc_Std_Mito,Intensity_Nuc_P95_Mito,Intensity_Cyto_Mean_Mito,Intensity_Cyto_Std_Mito,Intensity_NucCytoRatio_Mito,Intensity_IntegratedNuc_Mito,Texture_LapRMS_Nuc_Mito,Texture_LapRMS_Cyto_Mito,Texture_CV_Cyto_Mito
NVS-PAK1-1,373.0,69.698484809835,0.5827737952524564,0.9738903394255874,0.8108695652173913,0.9648771504622224,24.20235383294184,19.6676658143162,1.2305656431951784,5582.976,428.5822,6352.4,827.1212,1277.3073,6.7498884,2082450.0,0.007395670283585787,0.005762063432484865,1.5442806,4271.0376,685.219,5614.0,2934.7273,1395.3796,1.455344,1593097.0,0.008129785768687725,0.0039049049373716116,0.47547165,1927.874,370.1012,2619.3999999999987,1497.6843,828.24274,1.2872366,719097.0,0.007787148933857679,0.005759596358984709,0.5530156,2112.472,573.6689,3365.7999999999984,1259.3134,720.05634,1.6774791,787952.0,0.014876727014780045,0.008749361149966717,0.57178485,401.75604,91.07868,581.4,349.16492,244.40228,1.1506197,149855.0,0.0076642283238470554,0.01036099810153246,0.6999623
NVS-PAK1-1,1045.0,125.63961030678928,0.6897659725863073,0.95,0.6888595912986157,0.8319035797229384,43.352849934139925,31.388867589835726,1.381153678451858,9427.016,1961.8298,12241.0,895.6761,809.0226,10.525027,9851231.0,0.027545124292373657,0.01710493117570877,0.90325356,7548.5503,2116.8152,11398.399999999996,6833.914,3336.2117,1.104572,7888235.0,0.015139802359044552,0.011769546195864677,0.4881846,4040.5454,1794.211,7945.199999999994,3718.1724,2654.6958,1.086702,4222370.0,0.015267648734152317,0.01411751564592123,0.7139787,4463.669,1023.0617,6524.8,3064.418,2216.6648,1.4566123,4664534.0,0.015497316606342793,0.024161575362086296,0.7233559,993.63635,197.93404,1389.5999999999997,961.5779,451.63412,1.0333395,1038350.0,0.011206606402993202,0.016488466411828995,0.46968022
NVS-PAK1-1,672.0,94.66904755831213,0.6414929232033963,0.9781659388646288,0.7777777777777778,0.9422434376717926,33.41516446455018,25.63374010712493,1.3035618027219678,7217.5166,1135.3806,9001.0,651.19116,1060.2412,11.08356,4850171.0,0.013887040317058563,0.006239664275199175,1.6281567,4636.1694,779.383,6075.599999999999,2982.8525,1644.0321,1.5542737,3115506.0,0.006751879118382931,0.0038084464613348246,0.55116105,1998.6697,433.74976,2930.45,1523.7361,1001.61456,1.3116902,1343106.0,0.006378249265253544,0.005969460122287273,0.65734124,2313.9434,814.4294,4314.099999999998,1158.3374,664.5357,1.9976419,1554970.0,0.016278063878417015,0.008274359628558159,0.57369787,598.39435,109.6269,785.8999999999999,452.00543,317.40085,1.3238654,402121.0,0.01086905226111412,0.012420211918652058,0.70220584
NVS-PAK1-1,990.0,120.9116882454314,0.726278396092242,0.9455587392550143,0.7545731707317073,0.8509587110561109,43.029370401075745,29.57841836428953,1.454755621856568,9338.933,2198.897,12957.85,860.12274,806.6231,10.857675,9245543.0,0.0272844061255455,0.01566089689731598,0.9378,6962.689,1194.8236,9061.3,6235.3833,2936.2246,1.1166416,6893062.0,0.013197765685617924,0.010719719342887402,0.4708972,3544.8838,692.2604,4781.65,3489.9426,2307.0078,1.0157427,3509435.0,0.012176107615232468,0.013444684445858002,0.6610446,4523.996,1040.1497,6917.2,2876.792,2030.143,1.5725837,4478756.0,0.02083398401737213,0.022950975224375725,0.7056968,880.5697,145.87743,1160.1,889.6375,395.67657,0.9898073,871764.0,0.012205255217850208,0.014816416427493095,0.44476157
NVS-PAK1-1,1017.0,118.56854249492379,0.6633437453249255,0.9778846153846154,0.7811059907834101,0.9090585467146727,41.649193334521094,31.16670877207626,1.3363359486913997,10601.719,2724.2517,15277.6,847.20886,701.67365,12.513701,10781948.0,0.031855508685112,0.01760001853108406,0.82821804,8457.887,2268.034,13013.6,6553.2227,2810.005,1.2906454,8601671.0,0.017544852569699287,0.011967678554356098,0.4287974,4544.809,1817.0038,8061.599999999991,3637.0576,2702.782,1.2495841,4622071.0,0.019147824496030807,0.015806347131729126,0.74312323,5087.102,1812.2917,8947.799999999996,2421.0293,1018.00134,2.1012146,5173583.0,0.028661105781793594,0.014933745376765728,0.42048287,1139.3688,315.132,1852.6,966.5657,473.56876,1.1787806,1158738.0,0.01499316655099392,0.017088986933231354,0.4899499
NVS-PAK1-1,1113.0,123.63961030678927,0.3855538065152,0.9754601226993865,0.7520270270270271,0.9149340135941181,39.36004525770085,36.31693728769666,1.0837930783066094,9235.714,2170.8054,12932.999999999996,774.0638,743.6204,11.931463,10279349.0,0.02477843686938286,0.011700284667313099,0.9606707,6514.108,1563.4996,9672.399999999998,5110.1104,3593.1309,1.2747489,7250202.0,0.011929722502827644,0.009458579123020172,0.7031415,3494.371,1215.2101,5961.599999999991,3026.2903,2732.4194,1.1546714,3889235.0,0.012223283760249615,0.013199759647250175,0.902894,3535.2598,705.7095,4750.799999999999,2122.5571,1631.3705,1.6655663,3934744.0,0.012297981418669224,0.01760423742234707,0.7685873,1019.4762,164.39772,1293.3999999999999,893.49176,454.3142,1.1410023,1134677.0,0.00922215636819601,0.016056718304753304,0.50847054
NVS-PAK1-1,1060.0,130.2253967444162,0.7668057797344702,0.9523809523809523,0.666247642991829,0.7854605020425877,46.00816845274349,29.53168595755784,1.5579255623558106,9781.102,2355.0803,13104.1,915.0942,905.39105,10.688628,10367968.0,0.02642480470240116,0.01191695500165224,0.9893966,8349.552,3428.0012,16181.4,5104.7354,5162.014,1.6356484,8850525.0,0.016211500391364098,0.014560537412762642,1.0112207,4146.9717,1927.9116,8414.249999999998,2795.4646,3014.6584,1.4834642,4395790.0,0.014966574497520924,0.013862158171832561,1.0784105,4279.718,1323.2639,7394.999999999999,2305.7334,2076.2651,1.85612,4536501.0,0.015163177624344826,0.016491897404193878,0.90047926,1150.5425,371.6305,1868.5999999999995,895.1283,624.0526,1.285338,1219575.0,0.015293442644178867,0.018307143822312355,0.69716555
NVS-PAK1-1,1003.0,117.63961030678928,0.6787948021645247,0.9804496578690127,0.7347985347985349,0.9107593587749822,41.80546505596224,30.698923685098332,1.3617892758974859,7931.6562,1475.3484,10307.0,903.40674,835.9518,8.779717,7955451.0,0.02063695900142193,0.014601275324821472,0.92533267,6173.8994,1244.3923,8594.4,6416.1357,2796.7446,0.96224576,6192421.0,0.012716049328446388,0.010428969748318195,0.43589237,3181.945,766.81323,4571.299999999998,3793.4292,2321.411,0.83880436,3191491.0,0.011767263524234295,0.01475259754806757,0.61195576,3273.0518,673.66534,4739.099999999999,2680.2913,1669.7214,1.2211553,3282871.0,0.014367077499628067,0.020944276824593544,0.62296265,947.48755,141.29063,1180.0,1040.0416,480.07187,0.91100925,950330.0,0.009284134954214096,0.018947582691907883,0.4615891
NVS-PAK1-1,1016.0,119.1543289325507,0.6725679044688422,0.9694656488549618,0.774390243902439,0.8992571959787345,41.84841623578664,30.96931003158708,1.3512866832713881,10315.36,2645.942,14269.75,923.6403,789.4408,11.168158,10480406.0,0.030812520533800125,0.013613547198474407,0.85470587,8969.231,3048.8962,14883.0,6183.6436,3693.1843,1.4504768,9112739.0,0.01754097081720829,0.01307148952037096,0.5972505,4665.6646,2123.4421,8846.5,3529.0586,3185.3516,1.3220706,4740315.0,0.01746475137770176,0.016095656901597977,0.9026066,4604.4575,1449.1288,7153.75,2500.9011,1312.0304,1.8411194,4678129.0,0.021677110344171524,0.01690194196999073,0.52462304,1212.9518,349.02264,1934.25,948.1851,575.7453,1.2792352,1232359.0,0.015666421502828598,0.01682647503912449,0.6072077
NVS-PAK1-1,480.0,86.66904755831213,0.6834714879919841,0.9177820267686424,0.636604774535809,0.8030138826354203,29.945620505784795,21.8596204671528,1.3699057836243023,6750.783,838.95294,7948.349999999999,1182.5848,1357.119,5.708498,3240376.0,0.020398331806063652,0.014171376824378967,1.1475871,7361.3706,1786.5663,10905.499999999998,5841.802,2811.107,1.2601199,3533458.0,0.015119594521820545,0.011920338496565819,0.48120546,3629.875,1142.7277,5938.549999999998,3177.5186,2035.7968,1.1423615,1742340.0,0.01340291928499937,0.013001431711018085,0.6406876,3720.3562,1227.8442,6615.699999999999,2010.6688,1330.7626,1.8503078,1785771.0,0.017733855172991753,0.016960814595222473,0.6618507,854.69165,179.5004,1166.2499999999998,837.3363,496.8109,1.0207268,410252.0,0.01092098280787468,0.021869704127311707,0.59332305
NVS-PAK1-1,489.0,82.2842712474619,0.5482522201406187,0.9702380952380952,0.8548951048951049,0.9075803174492896,27.387782617144243,22.904759776029366,1.1957245081350523,13152.013,8785.621,32669.199999999986,982.0153,900.11383,13.3928795,6431334.0,0.03781701996922493,0.013846110552549362,0.91659856,32500.357,12271.019,49142.0,5749.4893,4925.7236,5.652738,15892675.0,0.023652544245123863,0.016572555527091026,0.85672367,15564.643,5572.752,23174.0,3036.7363,2908.4595,5.1254506,7611110.0,0.025401033461093903,0.016067907214164734,0.9577583,11868.118,3825.3713,17684.0,2671.9521,2066.9644,4.4417405,5803510.0,0.024577243253588676,0.0199570432305336,0.77357835,3526.1125,1098.8085,4901.4,944.01654,590.6186,3.7352233,1724269.0,0.021893475204706192,0.01774449832737446,0.6256443
NVS-PAK1-1,680.0,96.08326112068524,0.6124195020233381,0.9728183118741058,0.7631874298540965,0.9255999170717354,33.126760749752385,26.187796077660597,1.2649694022175102,6965.8296,968.7478,8585.8,997.83344,1227.6097,6.980954,4736764.0,0.021168945357203484,0.013091727159917355,1.2302752,6310.05,1356.4102,9425.55,5154.6074,2336.353,1.2241572,4290834.0,0.013748537749052048,0.012071383185684681,0.45325527,3099.8735,635.02167,4124.65,2643.4248,1659.0239,1.1726732,2107914.0,0.010899342596530914,0.012607242912054062,0.627604,2906.1707,621.48486,3861.3999999999996,1763.6285,1120.5248,1.6478361,1976196.0,0.013344011269509792,0.01710573211312294,0.6353519,949.5353,231.46632,1194.1999999999998,770.65576,452.755,1.2321134,645684.0,0.01452698651701212,0.021366342902183533,0.5874932
NVS-PAK1-1,523.0,86.42640687119284,0.6408719920366218,0.9423423423423424,0.7263888888888889,0.8798702572184428,29.717425908083886,22.812515554992316,1.3026807953926192,6119.497,961.3905,7886.0,1025.5623,1248.99,5.966968,3200497.0,0.019352538511157036,0.0132603133097291,1.2178588,5491.1895,1010.5573,7476.4,5455.1533,2845.856,1.0066059,2871892.0,0.012552304193377495,0.011221214197576046,0.52168214,2744.8584,545.8719,3815.6,2923.9092,2006.022,0.9387632,1435561.0,0.010370666161179543,0.01223166286945343,0.6860753,2518.1912,372.98935,3187.5,1832.022,1194.167,1.374542,1317014.0,0.007142094429582357,0.01477926503866911,0.6518301,591.22565,118.54646,841.4999999999999,791.19727,474.9246,0.74725443,309211.0,0.012466666288673878,0.021190406754612923,0.6002607
NVS-PAK1-1,1097.0,125.98275605729688,0.7331557653390918,0.9725177304964538,0.7618055555555555,0.8685489142119681,45.55883015825831,30.982772208540386,1.4704568671779488,10689.96,3076.3064,15094.800000000001,969.87213,793.36017,11.02203,11726886.0,0.031697340309619904,0.01641850918531418,0.8180049,7897.243,2375.766,12641.000000000005,6826.7275,2881.0803,1.1568124,8663276.0,0.015588605776429176,0.010855445638298988,0.4220295,3939.6216,1482.537,6952.200000000006,4024.587,2358.249,0.97888845,4321765.0,0.014291652478277683,0.015523619018495083,0.5859605,4354.3945,1254.1147,6744.6,2777.599,1632.7162,1.5676829,4776771.0,0.023956729099154472,0.02088410034775734,0.58781564,1144.6846,234.72151,1560.8000000000002,1042.1912,449.76047,1.0983442,1255719.0,0.013882175087928772,0.017467916011810303,0.43155277
NVS-PAK1-1,421.0,76.52691193458118,0.5757655347029854,0.9611872146118722,0.7654545454545455,0.903365670084965,25.758944225801915,21.060895415548313,1.2230697564162085,15567.509,9874.325,32768.0,1005.99713,886.16705,15.474705,6553921.0,0.0610835999250412,0.014612309634685516,0.8808843,29848.0,9043.051,43055.0,5886.874,4887.987,5.070263,12566008.0,0.04188578575849533,0.01669483818113804,0.8303196,15080.403,4312.4385,22712.0,2884.812,2771.5278,5.2275167,6348850.0,0.03403203561902046,0.016030967235565186,0.96073085,11773.257,3014.5068,17735.0,2702.0322,1940.1521,4.357186,4956541.0,0.031712088733911514,0.018278023228049278,0.7180344,3237.247,903.6699,4629.0,929.4656,541.5987,3.4829123,1362881.0,0.031252671033144,0.01507128681987524,0.58269906
NVS-PAK1-1,522.0,91.59797974644665,0.667244404051269,0.9157894736842105,0.7016129032258065,0.7818232416497926,30.798513048520974,22.93992889176726,1.3425722980150137,5872.2627,910.6694,7485.25,1157.6343,1333.3351,5.0726404,3065321.0,0.01826818846166134,0.015091718174517155,1.1517757,4788.994,752.6001,6176.299999999999,5171.827,2615.8953,0.92597723,2499855.0,0.010636046528816223,0.01293773204088211,0.5057971,2314.5422,304.1706,2775.8,2585.5227,1815.2793,0.89519316,1208191.0,0.005371408071368933,0.012419766746461391,0.7020937,2289.8162,298.91187,2774.85,1976.0823,1316.3333,1.1587656,1195284.0,0.0066042691469192505,0.018114345148205757,0.6661328,460.46936,159.70343,707.8499999999999,707.9633,403.3759,0.65041417,240365.0,0.00822174921631813,0.018451958894729614,0.56976944
NVS-PAK1-1,1151.0,132.46803743153546,0.8202751942573919,0.9696714406065712,0.7118119975262832,0.8242576440741635,50.7251234544779,29.0132011845755,1.7483463176564353,7967.0825,1460.694,10324.5,778.76984,854.0019,10.230343,9170112.0,0.024153128266334534,0.012259411625564098,1.0966038,6074.7036,1200.6917,8416.0,5134.2876,2284.385,1.1831639,6991984.0,0.014133952558040619,0.010405040346086025,0.44492736,2946.893,463.3693,3843.0,2860.1345,1651.1864,1.0303338,3391874.0,0.010050148703157902,0.013811953365802765,0.57731074,3109.5925,346.17993,3748.5,2016.0906,918.93115,1.5423874,3579141.0,0.008558273315429688,0.012567274272441864,0.45579854,1012.59686,163.08429,1271.5,986.0687,409.2297,1.0269029,1165499.0,0.01697535626590252,0.022950677201151848,0.41501135
NVS-PAK1-1,636.0,91.84062043356595,0.601994761956733,0.9754601226993865,0.7832512315270936,0.9475395836381411,31.858021666953217,25.438631429691014,1.2523480972238834,6037.242,736.94214,7368.25,718.4511,1168.7396,8.403135,3839686.0,0.015389637090265751,0.011253708973526955,1.626749,5194.0693,1355.9866,8026.5,3356.1316,2379.0264,1.5476358,3303428.0,0.014086364768445492,0.008889788761734962,0.7088597,2436.9922,461.34366,3366.0,1755.1044,1597.5132,1.3885169,1549927.0,0.008692807517945766,0.010617435909807682,0.9102098,2103.4136,455.0504,2972.0,1031.9514,795.61865,2.0382874,1337771.0,0.011860313825309277,0.013606092892587185,0.7709846,903.81915,197.36942,1205.5,695.01385,515.66797,1.3004333,574829.0,0.013763862662017345,0.023064717650413513,0.7419535
NVS-PAK1-1,1034.0,120.56854249492379,0.7305493097121664,0.978240302743614,0.7756939234808702,0.8938453412278101,43.97751201856719,30.03048148955349,1.464429134573329,9243.621,1908.9833,12045.849999999999,1023.88995,764.50745,9.027944,9557904.0,0.025259796530008316,0.017942067235708237,0.74666953,7984.385,1840.3822,11216.149999999998,7886.664,4289.8804,1.0123906,8255854.0,0.01422814279794693,0.013428982347249985,0.5439411,4189.1973,1326.9521,6922.949999999997,4423.233,3452.9553,0.94708943,4331630.0,0.016581321135163307,0.01704944297671318,0.7806406,4363.5225,811.1122,5967.35,2921.8296,1529.5797,1.4934213,4511882.0,0.01811651699244976,0.01861899346113205,0.5235007,1183.6287,302.9194,1779.199999999997,1176.8162,642.76483,1.0057889,1223872.0,0.016065584495663643,0.01976175233721733,0.54618967
NVS-PAK1-1,1276.0,131.63961030678928,0.4006817957553863,0.9777777777777777,0.7780487804878049,0.9253102274430514,42.11852052035085,38.58971617959604,1.0914441641480803,9302.732,1937.5029,12113.5,716.249,606.2048,12.988126,11870287.0,0.030945397913455963,0.011084497906267643,0.8463603,7932.851,1608.497,11098.25,5538.317,2916.7454,1.4323578,10122318.0,0.015625355765223503,0.010685478337109089,0.52664834,4129.642,832.98285,5788.75,3181.714,2110.549,1.29793,5269423.0,0.015186355449259281,0.014650420285761356,0.6633371,4527.1777,1272.6868,7238.25,2234.8262,889.3195,2.0257404,5776679.0,0.02575823664665222,0.01289996225386858,0.39793676,1251.2092,202.60362,1563.5,1098.3971,436.0256,1.1391228,1596543.0,0.01558033749461174,0.019843142479658127,0.39696535
NVS-PAK1-1,608.0,92.66904755831214,0.60536088367955,0.9544740973312402,0.7307692307692307,0.8897009298538208,31.348133810247244,24.95158251316401,1.2563585413353453,6553.845,821.79254,8040.65,946.3393,1224.7063,6.925471,3984738.0,0.01950211450457573,0.013052728958427906,1.2941514,5438.013,1048.6565,7614.65,4747.8076,3178.2861,1.1453736,3306312.0,0.013099625706672668,0.014444447122514248,0.66942185,2722.39,434.93073,3471.5999999999995,2552.1682,2214.8223,1.0666969,1655213.0,0.009133095853030682,0.015205657109618187,0.86781985,2556.5198,303.47922,3099.7,1707.294,1335.6124,1.4974104,1554364.0,0.006453638896346092,0.01968158222734928,0.78229785,799.39966,124.58875,989.9499999999999,772.58264,489.44308,1.0347109,486035.0,0.013841765932738781,0.023291965946555138,0.63351554
NVS-PAK1-1,1221.0,134.71067811865476,0.7716758107564446,0.9629337539432177,0.7065972222222222,0.8455153244022726,49.729071405709654,31.62848863038834,1.5722873130880637,9637.475,2100.1997,13206.0,704.3838,548.5398,13.682136,11767356.0,0.03435644134879112,0.011729509569704533,0.7787513,7980.516,1715.0836,11208.0,5290.8296,2519.2488,1.5083677,9744210.0,0.01801464520394802,0.010381733998656273,0.47615382,4095.185,1047.7634,6237.0,2851.0466,1856.6238,1.4363796,5000221.0,0.017106015235185623,0.01434400025755167,0.6512078,4158.5127,1086.8838,6392.0,2222.7534,826.0115,1.8708835,5077544.0,0.025110334157943726,0.01359427347779274,0.37161633,1284.4603,236.15764,1692.0,1090.5618,404.19116,1.177797,1568326.0,0.018703775480389595,0.0191457811743021,0.37062657
NVS-PAK1-1,801.0,106.66904755831214,0.7618941364119888,0.9768292682926829,0.7899408284023669,0.8846379077923382,39.76972691283847,25.758914594318806,1.543920912009615,7209.266,1084.7905,8955.0,1044.9323,1267.0896,6.8992667,5774622.0,0.01947619393467903,0.014211070723831654,1.2126045,6241.639,1401.9111,9073.0,4885.798,2720.5764,1.2775066,4999553.0,0.01486907247453928,0.013747208751738071,0.5568336,3090.1448,677.52277,4330.0,2531.856,2019.7275,1.2205057,2475206.0,0.009041844867169857,0.014385966584086418,0.7977261,3067.638,341.94226,3637.0,1807.3293,1109.9026,1.697332,2457178.0,0.00811865646392107,0.018338212743401527,0.61411196,878.608,150.88293,1122.0,738.5103,444.06122,1.189703,703765.0,0.011714792810380459,0.01972554810345173,0.6012932
NVS-PAK1-1,1126.0,124.32590180780451,0.6398290437277468,0.9765828274067649,0.8124098124098124,0.9154297418460283,43.29347076763451,33.27177997765024,1.3012069326232674,10823.273,2689.1113,14354.0,828.1568,614.025,13.069112,12187006.0,0.03183344006538391,0.014309954829514027,0.7414357,9279.139,2072.911,13091.5,6060.5,2669.5474,1.5310847,10448310.0,0.019612224772572517,0.009608256630599499,0.44048303,4785.6377,1326.8514,7563.75,3345.2156,2050.656,1.4305917,5388628.0,0.01862260513007641,0.01415526308119297,0.6130116,4992.436,1300.7712,7802.5,2605.9202,1146.0188,1.9158055,5621483.0,0.022626953199505806,0.01574285328388214,0.4397751,1313.9138,302.10904,1927.5,995.6345,356.26157,1.3196748,1479467.0,0.021360084414482117,0.015261538326740265,0.35782364
NVS-PAK1-1,1057.0,126.5685424949238,0.7379664870232384,0.9522522522522523,0.7340277777777777,0.8291503594363062,45.613531712387434,30.781715374421225,1.4818385251619555,11135.473,3251.1536,15340.199999999997,1084.9016,792.75116,10.264039,11770195.0,0.03724991902709007,0.018262675032019615,0.7307125,9170.102,3227.8508,15743.399999999994,8927.262,5272.74,1.027202,9692797.0,0.019978482276201248,0.015128047205507755,0.5906336,4974.4473,3168.0994,12103.999999999996,4882.841,4093.0752,1.0187609,5257991.0,0.02221202291548252,0.017929796129465103,0.83825696,4520.3574,1157.5394,6712.999999999999,3228.5483,1791.1641,1.4001207,4778018.0,0.014714758843183517,0.020033886656165123,0.5547893,1208.5696,330.2553,1900.7999999999993,1264.4315,668.6498,0.9558205,1277458.0,0.01693696342408657,0.019833920523524284,0.52881455
NVS-PAK1-1,1177.0,129.05382386916236,0.7213065818974139,0.9775747508305648,0.735625,0.8880646282786308,46.55939201119696,32.24777620890861,1.443801634865436,10295.056,2767.3313,15129.2,1041.1844,780.6428,9.887831,12117280.0,0.0347914882004261,0.016774090006947517,0.7497642,8177.029,1566.6248,11239.800000000001,8149.894,4229.3916,1.0033295,9624363.0,0.018216094002127647,0.016382968053221703,0.5189505,4255.0747,1580.7758,7175.400000000001,4637.52,3727.4712,0.9175324,5008223.0,0.021886462345719337,0.019477734342217445,0.8037639,4342.3755,787.63135,5396.6,3051.4167,1841.2897,1.4230686,5110976.0,0.01741499826312065,0.02047622948884964,0.6034212,1273.0841,214.56854,1659.0,1254.88,519.3965,1.0145067,1498420.0,0.015525338239967823,0.01842883788049221,0.41390133
NVS-PAK1-1,1223.0,138.12489168102786,0.8342986053942957,0.9660347551342812,0.6646739130434782,0.8055498482164234,53.57584958123733,29.537053277286667,1.8138522173583225,9680.108,2107.949,12782.4,727.02856,643.0979,13.314619,11838772.0,0.02984059974551201,0.013010391034185886,0.8845566,7799.6934,1877.837,11536.799999999992,5434.364,3522.7761,1.4352542,9539025.0,0.018055908381938934,0.011863510124385357,0.64824075,3980.0212,1085.5222,6342.0,3022.5894,2432.6711,1.3167589,4867566.0,0.016546299681067467,0.015306917950510979,0.8048302,4051.2297,733.07745,5547.0,2013.0952,1117.4108,2.0124383,4954654.0,0.016518598422408104,0.013094359077513218,0.555071,1235.7678,262.75354,1763.299999999995,1045.4216,498.7667,1.182076,1511344.0,0.019794762134552002,0.021683577448129654,0.4770962
NVS-PAK1-1,662.0,107.49747468305833,0.8040714833833935,0.8826666666666667,0.6881496881496881,0.719898600854379,39.345159559273156,23.3919812393479,1.6819934642000416,8534.618,2023.1136,11744.699999999999,1154.0265,769.69696,7.395513,5649917.0,0.033294033259153366,0.01969505101442337,0.66696644,9092.321,2667.5461,14117.95,9676.47,5692.515,0.93963206,6019117.0,0.023547863587737083,0.01718083769083023,0.5882843,4901.178,2450.4502,10787.59999999999,5271.126,4630.5527,0.9298162,3244580.0,0.023584997281432152,0.018948514014482498,0.87847507,4666.5894,1309.3038,7000.8499999999985,3710.8914,2231.5098,1.2575387,3089282.0,0.02212749421596527,0.022623151540756226,0.60134065,1195.0574,278.78577,1750.0499999999988,1284.5111,649.2534,0.9303597,791128.0,0.018208445981144905,0.02000848762691021,0.50544786
NVS-PAK1-1,707.0,100.91168824543142,0.7503685671246365,0.9711538461538461,0.7170385395537525,0.8724616253968985,37.07031317756772,24.50420644545208,1.512814269667887,6427.498,738.3927,7540.099999999999,714.74945,1077.1527,8.992659,4544241.0,0.016184814274311066,0.010346556082367897,1.5070354,5806.498,1160.5387,8043.899999999999,3469.164,2580.4856,1.6737456,4105194.0,0.015029790811240673,0.009138006716966629,0.743835,2645.3423,361.03583,3290.5999999999985,1922.0336,1829.7761,1.3763247,1870257.0,0.00969710759818554,0.010318955406546593,0.9520001,2829.9336,228.46112,3188.7,1244.6798,987.3199,2.2736237,2000763.0,0.008138417266309261,0.011000108905136585,0.793232,804.83167,131.9038,998.0,685.6098,401.63446,1.1738917,569016.0,0.012472276575863361,0.02100527286529541,0.5858062
NVS-PAK1-1,1280.0,133.29646455628165,0.6086176547592016,0.974124809741248,0.745920745920746,0.9052792631051139,45.34794335181617,35.98194426455229,1.2602971929032423,9686.781,2274.8425,13172.849999999999,798.2243,611.96497,12.135412,12399080.0,0.03041280247271061,0.013007953763008118,0.7666579,7599.9663,1981.1821,11524.899999999998,6156.5166,3298.2292,1.2344588,9727957.0,0.01704546809196472,0.011912180110812187,0.53572977,3794.1062,1569.872,7463.549999999999,3338.1023,2592.8245,1.1366057,4856456.0,0.01871568337082863,0.016952170059084892,0.7767361,4189.3984,1063.6936,5541.099999999995,2542.4001,1358.466,1.6478124,5362430.0,0.019307304173707962,0.017507469281554222,0.5343242,1270.3477,239.78693,1810.05,1116.634,464.00983,1.137658,1626045.0,0.015422048978507519,0.01752350479364395,0.41554332
NVS-PAK1-1,650.0,106.08326112068522,0.8227998569146374,0.8990318118948825,0.6166982922201139,0.7258209454068856,39.42469353361626,22.406284862040337,1.7595372805604064,8697.992,2107.9214,12007.049999999997,1008.60724,756.32324,8.623765,5653695.0,0.03083713911473751,0.01586870290338993,0.7498689,8541.267,3494.6313,16819.25,7692.5425,4346.432,1.1103308,5551823.0,0.020455006510019302,0.01570230908691883,0.56501895,4464.271,2549.3684,10358.55,4238.8584,3740.715,1.0531777,2901776.0,0.024162717163562775,0.019190054386854172,0.88248175,4594.0137,2044.8511,8788.299999999992,3008.2004,1745.5195,1.5271634,2986109.0,0.023457657545804977,0.020471055060625076,0.5802537,1372.363,471.99384,2592.8499999999985,1215.573,495.24945,1.1289845,892036.0,0.018967468291521072,0.01701848767697811,0.40742058
NVS-PAK1-1,1093.0,121.39696961966999,0.4389032305674841,0.9785138764547896,0.7773826458036984,0.9319966137780998,39.407332978476774,35.408841798241276,1.1129235235373922,9448.087,2207.5537,12862.199999999997,752.4221,644.1888,12.556897,10326759.0,0.03045199066400528,0.01194284949451685,0.8561534,8482.555,2858.3806,13087.599999999999,6096.7607,3135.1248,1.3913215,9271432.0,0.023404324427247047,0.0137448376044631,0.5142279,4384.537,1913.3713,7259.1999999999925,3462.6128,2386.4023,1.2662511,4792299.0,0.024965792894363403,0.017866035923361778,0.6891912,4931.4385,1477.435,7979.999999999999,2900.1616,1465.3639,1.7004013,5390062.0,0.02912454679608345,0.022216273471713066,0.5052697,1310.6807,293.87067,1753.3999999999999,1162.7744,468.24664,1.1272012,1432574.0,0.01819959096610546,0.022479940205812454,0.40269774
