compound,AreaShape_Area,AreaShape_Perimeter,AreaShape_Eccentricity,AreaShape_Solidity,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxis,AreaShape_MinorAxis,AreaShape_AspectRatio,Intensity_Nuc_Mean_DNA,Intensity_Nuc_Std_DNA,Intensity_Nuc_P95_DNA,Intensity_Cyto_Mean_DNA,Intensity_Cyto_Std_DNA,Intensity_NucCytoRatio_DNA,Intensity_IntegratedNuc_DNA,Texture_LapRMS_Nuc_DNA,Texture_LapRMS_Cyto_DNA,Texture_CV_Cyto_DNA,Intensity_Nuc_Mean_RNA,Intensity_Nuc_Std_RNA,Intensity_Nuc_P95_RNA,Intensity_Cyto_Mean_RNA,Intensity_Cyto_Std_RNA,Intensity_NucCytoRatio_RNA,Intensity_IntegratedNuc_RNA,Texture_LapRMS_Nuc_RNA,Texture_LapRMS_Cyto_RNA,Texture_CV_Cyto_RNA,Intensity_Nuc_Mean_ER,Intensity_Nuc_Std_ER,Intensity_Nuc_P95_ER,Intensity_Cyto_Mean_ER,Intensity_Cyto_Std_ER,Intensity_NucCytoRatio_ER,Intensity_IntegratedNuc_ER,Texture_LapRMS_Nuc_ER,Texture_LapRMS_Cyto_ER,Texture_CV_Cyto_ER,Intensity_Nuc_Mean_AGP,Intensity_Nuc_Std_AGP,Intensity_Nuc_P95_AGP,Intensity_Cyto_Mean_AGP,Intensity_Cyto_Std_AGP,Intensity_NucCytoRatio_AGP,Intensity_IntegratedNuc_AGP,Texture_LapRMS_Nuc_AGP,Texture_LapRMS_Cyto_AGP,Texture_CV_Cyto_AGP,Intensity_Nuc_Mean_Mito,Intensity_Nuc_Std_Mito,Intensity_Nuc_P95_Mito,Intensity_Cyto_Mean_Mito,Intensity_Cyto_Std_Mito,Intensity_NucCytoRatio_Mito,Intensity_IntegratedNuc_Mito,Texture_LapRMS_Nuc_Mito,Texture_LapRMS_Cyto_Mito,Texture_CV_Cyto_Mito
LY2109761,1185.0,133.39696961967,0.8194900475054261,0.9745065789473685,0.7557397959183674,0.8368281610962658,51.40301804312129,29.458731139225012,1.7449162287467614,9632.243,2269.5312,12497.4,1209.994,596.88904,7.960571,11414208.0,0.034276340156793594,0.019479773938655853,0.49329916,10131.523,1706.988,13442.199999999999,11387.545,2403.0881,0.88970214,12005855.0,0.016326377168297768,0.017619404941797256,0.21102776,4443.6304,1121.1115,6696.5999999999985,4745.126,1817.0625,0.93646204,5265702.0,0.02038244716823101,0.0209365077316761,0.3829324,6610.8853,1039.323,8409.2,4801.1895,1481.0425,1.3769265,7833899.0,0.01945457048714161,0.025789177045226097,0.30847406,922.00757,167.58481,1294.3999999999999,1064.1326,327.95532,0.86644053,1092579.0,0.010873223654925823,0.018038496375083923,0.3081903
LY2109761,716.0,98.66904755831213,0.5293390479902358,0.9701897018970189,0.771551724137931,0.9241894664250468,32.86316163820845,27.881447441486277,1.1786748771625688,5555.6353,650.0346,6800.75,1060.2694,1030.7355,5.2398334,3977835.0,0.01310280803591013,0.013514702208340168,0.9721449,6439.5977,1749.2773,9711.5,6910.7427,2397.8755,0.93182427,4610752.0,0.018239861354231834,0.011597545817494392,0.34697798,2627.9568,674.259,3849.0,3211.6814,1657.1979,0.8182495,1881617.0,0.013262594118714333,0.01635306514799595,0.51599073,3766.4707,704.1224,5254.25,3080.9668,1350.1141,1.2224964,2696793.0,0.01237687561661005,0.023118240758776665,0.4382112,764.8506,123.520035,962.25,803.91064,410.69876,0.95141244,547633.0,0.009533606469631195,0.01602749526500702,0.5108761
LY2109761,690.0,105.39696961966999,0.7454568687100971,0.9224598930481284,0.6388888888888888,0.7805535555891578,37.27760905516749,24.84753444811071,1.500253843415112,9874.515,4519.3745,19290.049999999996,1019.3048,828.13043,9.687499,6813415.0,0.04665624350309372,0.014704451896250248,0.8124463,15098.091,4534.2305,22772.449999999993,8339.61,4556.0986,1.8104073,10417683.0,0.02850685827434063,0.019311299547553062,0.5463203,7517.716,2844.122,13866.15,4019.0142,2639.682,1.8705373,5187224.0,0.02994317002594471,0.022663498297333717,0.65679836,8746.263,3337.9707,16191.0,3288.1191,2805.67,2.659959,6034921.0,0.03662484139204025,0.022948773577809334,0.853275,2874.077,2337.2102,6985.899999999992,1664.2782,1665.9373,1.726921,1983113.0,0.05798564851284027,0.050571735948324203,1.0009968
LY2109761,739.0,106.66904755831214,0.7576268175474435,0.9498714652956298,0.7479757085020243,0.8161640622453658,38.99538067160142,25.45181642199735,1.5321256457711487,8822.318,2329.6487,12430.1,1127.8407,608.2464,7.822309,6519693.0,0.03151416406035423,0.01727975346148014,0.5393017,12873.298,2467.938,17427.800000000003,10826.394,2505.862,1.1890662,9513367.0,0.02563236840069294,0.016922784969210625,0.23145862,6143.387,1504.9862,9089.800000000001,4900.3086,1957.3502,1.2536736,4539963.0,0.020960478112101555,0.02221374586224556,0.39943406,7515.2505,2008.5427,11695.800000000001,4734.2056,1201.1819,1.5874364,5553770.0,0.032781362533569336,0.026562772691249847,0.25372407,1559.3667,788.5132,3049.8000000000006,1511.9141,1441.7115,1.0313858,1152372.0,0.040775615721940994,0.0435044951736927,0.95356715
LY2109761,901.0,116.5685424949238,0.8114101479527921,0.9709051724137931,0.70390625,0.8332434766660716,44.42253025499518,25.96395513052219,1.710930789692123,7791.959,1344.2501,9909.0,784.016,748.76196,9.93852,7020555.0,0.02418694645166397,0.010488029569387436,0.955034,6698.816,831.20483,8271.0,5577.818,2815.5618,1.2009743,6035633.0,0.009100761264562607,0.010840697214007378,0.5047784,3176.5183,523.72205,4220.0,2651.3008,1748.1384,1.1980981,2862043.0,0.00985594280064106,0.01718403957784176,0.6593512,3810.5728,453.19077,4705.0,2200.4978,1421.2267,1.7316867,3433326.0,0.01630730926990509,0.023561425507068634,0.645866,903.0755,118.13927,1085.0,1162.7931,1271.1923,0.77664334,813671.0,0.010551218874752522,0.037584785372018814,1.0932231
LY2109761,674.0,97.84062043356596,0.7325715622152894,0.9711815561959655,0.7702857142857142,0.8847719883498298,35.79246240657994,24.363572027782745,1.4690974856135375,6135.5073,797.73267,7663.4000000000015,1022.05804,1094.7106,6.003091,4135332.0,0.02081730030477047,0.011587806046009064,1.0710845,6092.687,1151.6195,8521.550000000001,6109.8696,1609.6437,0.99718773,4106471.0,0.01350710354745388,0.009662526659667492,0.26344976,2607.6855,363.73962,3264.7,2779.0522,1143.6309,0.93833625,1757580.0,0.008537444286048412,0.014463778585195541,0.4115183,4113.1245,550.83545,4902.35,2670.1206,1236.8525,1.5404265,2772246.0,0.013381252065300941,0.022447407245635986,0.46321973,690.2864,105.65188,859.35,697.3783,291.04343,0.9898306,465253.0,0.006616085767745972,0.014973871409893036,0.41733938
LY2109761,1212.0,137.88225099390857,0.8303764074837054,0.964968152866242,0.698961937716263,0.8011166428940658,52.78972897650874,29.41458771338077,1.794678527909285,10109.491,2809.7976,14739.45,1070.9307,541.289,9.439912,12252703.0,0.03464341163635254,0.016954097896814346,0.50543797,10352.14,2358.1072,15430.95,10079.265,2979.9092,1.0270729,12546793.0,0.0182843878865242,0.015415188856422901,0.29564747,4722.879,1425.4038,7780.85,4669.074,2115.6301,1.0115236,5724129.0,0.01963515393435955,0.02222985029220581,0.45311555,6163.594,1430.3192,9313.800000000001,3918.35,1441.5585,1.5730076,7470276.0,0.02643052488565445,0.023353997617959976,0.36789936,1108.3944,264.51462,1727.3500000000001,1428.1509,1772.703,0.77610457,1343374.0,0.014217671938240528,0.04012094810605049,1.2412575
LY2109761,779.0,108.5685424949238,0.8022349669636438,0.9641089108910891,0.6744588744588744,0.8304993684818305,40.864259636123926,24.396307224598555,1.6750182418969088,9123.127,2422.9731,12909.8,968.61615,527.50745,9.418723,7106916.0,0.03090604580938816,0.013533742167055607,0.54459906,11426.8125,2251.5427,15729.199999999999,9713.056,3010.0483,1.1764385,8901487.0,0.021696265786886215,0.014880873262882233,0.30989715,5087.8574,976.22424,6950.299999999999,4440.973,2433.2468,1.1456628,3963441.0,0.016663160175085068,0.019532181322574615,0.5479085,7412.833,1123.2357,9005.8,4117.577,1602.3802,1.80029,5774597.0,0.026596788316965103,0.02604331448674202,0.3891561,1618.8267,874.78516,2981.599999999995,1773.9888,1986.5784,0.9125349,1261066.0,0.05392824485898018,0.04321807622909546,1.119837
LY2109761,683.0,97.49747468305833,0.5063343868629735,0.9633286318758815,0.7359913793103449,0.9029086915786256,31.86878913178583,27.481643166633734,1.1596391430654576,8945.677,2323.7805,12134.599999999999,949.236,833.0713,9.424081,6109897.0,0.033225104212760925,0.014820080250501633,0.8776229,10093.546,1998.2869,13217.0,7985.85,3167.3145,1.2639288,6893892.0,0.019298190250992775,0.014341738075017929,0.3966158,4353.921,1251.6156,6734.699999999998,3729.782,2050.43,1.1673392,2973728.0,0.02481037564575672,0.020631810650229454,0.54974526,5846.2783,1025.1992,7651.7,3287.2883,2070.1226,1.7784501,3993008.0,0.02483432926237583,0.029915934428572655,0.62973565,1021.4949,253.54504,1422.9,923.12366,394.23187,1.1065634,697681.0,0.018682247027754784,0.017777137458324432,0.4270629
LY2109761,576.0,91.01219330881975,0.6882109875563254,0.9320388349514563,0.735632183908046,0.8738425465669973,32.10433776475255,23.292037484723608,1.3783396057905457,7618.3384,1293.1931,9326.5,1027.5765,1852.4391,7.413889,4388163.0,0.029232598841190338,0.015810387209057808,1.8027261,7022.356,761.2411,8220.75,5499.375,2113.3113,1.2769371,4044877.0,0.0067579722963273525,0.008817228488624096,0.38428208,3387.2065,532.02246,4309.75,2629.6162,1434.9008,1.2880992,1951031.0,0.011639953590929508,0.01381924469023943,0.54566926,4010.9253,910.7048,5733.5,2225.8306,1099.6516,1.8019904,2310293.0,0.022288048639893532,0.016283245757222176,0.49404103,623.3264,162.61847,932.5,536.9157,291.40787,1.1609391,359036.0,0.009809263981878757,0.011054747737944126,0.54274416
LY2109761,1160.0,133.1543289325507,0.8297260333561617,0.9764309764309764,0.7733333333333333,0.822161759322907,51.572577138562444,28.786309762393845,1.7915661147347326,10107.91,2526.2537,13647.4,1169.3663,507.7885,8.643921,11725176.0,0.03276630863547325,0.01841254159808159,0.43424246,10538.858,1884.0039,14197.849999999999,11087.288,2581.7463,0.9505353,12225076.0,0.017186172306537628,0.021242760121822357,0.23285644,4826.149,1143.4775,7163.949999999998,4676.9927,1879.6824,1.0318915,5598333.0,0.019568050280213356,0.02534392476081848,0.40189978,6535.921,1120.1483,8822.599999999999,4633.5415,1434.2559,1.410567,7581668.0,0.02968841977417469,0.02952330745756626,0.3095377,1089.169,198.6967,1510.05,1183.8346,925.174,0.9200347,1263436.0,0.012157942168414593,0.026952264830470085,0.7815061
LY2109761,708.0,108.91168824543142,0.8109624020381979,0.9053708439897699,0.6982248520710059,0.7500567806000263,40.36534835787074,23.61769538601321,1.7091146150430818,7642.9717,1366.2355,9689.75,1024.0421,783.3533,7.4635324,5411224.0,0.02645920217037201,0.016877183690667152,0.76496196,9534.711,1429.9058,12053.3,8637.46,3289.2566,1.103879,6750575.0,0.01263284869492054,0.01701103150844574,0.38081294,4123.623,902.7967,5972.95,3854.7356,1985.9224,1.0697551,2919525.0,0.016041036695241928,0.02333313412964344,0.5151903,5696.8306,1456.2891,8973.049999999997,3248.2383,1894.1715,1.7538216,4033356.0,0.026213867589831352,0.027231713756918907,0.5831381,982.2429,180.27866,1286.5499999999997,948.61444,380.92163,1.0354501,695428.0,0.012863816693425179,0.019428081810474396,0.4015558
LY2109761,683.0,97.25483399593905,0.6663083417331804,0.9757142857142858,0.7665544332210998,0.9074196381339983,34.19708188818389,25.499954624902283,1.341064421141688,7290.559,1466.7874,9614.699999999999,1035.1909,879.77515,7.0427194,4979452.0,0.026068126782774925,0.018100274726748466,0.8498675,9182.706,2325.056,13821.6,8216.186,3222.7969,1.1176362,6271788.0,0.018193943426012993,0.01666140742599964,0.39224976,3885.1406,1230.7701,6294.299999999998,3708.3628,2033.0103,1.04767,2653551.0,0.0235868152230978,0.0231090746819973,0.54822314,5013.9355,853.1689,6566.0,3392.1748,2111.7183,1.4780887,3424518.0,0.020970193669199944,0.03205066919326782,0.62252635,1033.3016,256.4531,1517.1,964.04474,399.2428,1.0718399,705745.0,0.01740330271422863,0.019986595958471298,0.41413307
LY2109761,830.0,122.81118318204308,0.9099634954454145,0.9485714285714286,0.6014492753623188,0.6915317516351612,50.808348435291286,21.06963075048379,2.411449400181095,6929.547,1151.6165,8706.65,988.74866,1036.5082,7.008401,5751524.0,0.0206478051841259,0.010812433436512947,1.048303,6883.822,1531.3984,9928.549999999997,6330.741,1762.2988,1.0873643,5713572.0,0.011539350263774395,0.00855275709182024,0.27837163,3059.912,839.437,4867.299999999999,3069.5046,1495.1908,0.99687487,2539727.0,0.011634338647127151,0.015041247941553593,0.48711142,4026.5024,843.3881,5998.95,2617.8936,1537.2808,1.5380696,3341997.0,0.01783108152449131,0.0243174210190773,0.5872205,682.25665,138.18127,971.6499999999999,712.58,325.1491,0.9574457,566273.0,0.008277717977762222,0.015032547526061535,0.45629838
LY2109761,734.0,99.84062043356595,0.5378652149697662,0.9696169088507266,0.7943722943722944,0.9253187907671176,33.358815860618606,28.12251082020483,1.186196213911729,6700.681,971.1382,8440.800000000001,914.147,909.3104,7.3299823,4918300.0,0.021536605432629585,0.011232536286115646,0.9947092,6573.9194,1280.0146,9134.15,6869.234,1435.0127,0.95700914,4825257.0,0.016513537615537643,0.009476403705775738,0.20890433,2558.9714,591.67554,3656.7,3209.2532,1142.1571,0.7973729,1878285.0,0.014335960149765015,0.015592990443110466,0.35589498,3770.2698,450.0177,4531.150000000001,3090.8547,1344.8323,1.2198147,2767378.0,0.010443558916449547,0.0271742045879364,0.43510044,764.53406,150.02208,1052.4,831.0648,287.21286,0.9199452,561168.0,0.011156667023897171,0.015574347227811813,0.34559622
LY2109761,573.0,93.14823227814084,0.7254839482336165,0.947107438016529,0.7785326086956522,0.8298799097201803,32.80203099375615,22.575639862430165,1.452983445591923,6043.4556,652.9808,7085.999999999999,947.9519,1026.4528,6.3752766,3462900.0,0.017304036766290665,0.010154733434319496,1.082811,6230.3438,1408.9127,9221.199999999999,6401.788,1975.673,0.9732193,3569987.0,0.012843728065490723,0.00846395455300808,0.30861267,2777.1536,557.2931,3969.2,3164.659,1675.318,0.8775523,1591309.0,0.011910989880561829,0.015415209345519543,0.5293834,3612.2512,462.88098,4363.799999999999,2451.7,1403.5846,1.4733659,2069820.0,0.015509496442973614,0.02088841050863266,0.57249445,617.5288,109.188866,802.4,687.3017,359.07513,0.89848286,353844.0,0.00802247691899538,0.014994904398918152,0.5224418
LY2109761,947.0,124.42640687119285,0.8853723944231294,0.9722792607802875,0.8234782608695652,0.7686607815096276,51.17269003850423,23.789287217523118,2.151081264881723,9303.106,2449.3777,12700.0,1101.9702,507.03226,8.442248,8810042.0,0.03569338843226433,0.016668038442730904,0.4601143,11012.514,1912.1625,14880.299999999997,10209.441,2723.3833,1.0786598,10428850.0,0.019768042489886284,0.01980164274573326,0.26675144,4998.2026,1146.0726,7500.599999999999,4308.2905,1921.0182,1.160136,4733298.0,0.02221842296421528,0.02373277209699154,0.44588873,6143.1206,843.10846,7812.5999999999985,4124.006,1484.9235,1.4896003,5817535.0,0.02467247098684311,0.02781677432358265,0.36006823,1272.6705,222.87358,1664.8999999999987,1307.8276,1365.6041,0.97311795,1205219.0,0.01706802099943161,0.03803092986345291,1.0441774
LY2109761,944.0,117.7401153701776,0.7948515872020568,0.972193614830072,0.7570168404170008,0.8557224861479993,44.57205968776351,27.046498961568453,1.6479789029662542,11121.835,3405.1416,15488.65,1018.9777,456.38293,10.914699,10499012.0,0.04254571348428726,0.016440359875559807,0.44788313,10888.149,2257.417,15569.799999999994,9760.624,2910.9475,1.1155177,10278413.0,0.023388145491480827,0.017847253009676933,0.29823375,4816.4546,1450.7993,8039.499999999994,4421.833,2258.8765,1.0892439,4546733.0,0.020610982552170753,0.021743150427937508,0.5108462,6359.7446,986.86053,7819.799999999997,3862.028,1530.6185,1.646737,6003599.0,0.02338939905166626,0.027470475062727928,0.39632505,1085.0381,208.10477,1535.6999999999998,1192.7905,504.20587,0.90966356,1024276.0,0.013563244603574276,0.024868246167898178,0.42271116
LY2109761,1075.0,123.15432893255071,0.6962882530478987,0.9763851044504995,0.7711621233859397,0.8906743880818403,43.78218869152632,31.425202909979717,1.3932189655845433,8660.322,1943.6111,11584.9,794.9094,523.79706,10.894729,9309846.0,0.030436785891652107,0.0124274380505085,0.6589393,9930.187,1645.2571,13188.1,7456.4375,3340.8767,1.3317602,10674951.0,0.019725428894162178,0.010089121758937836,0.44805267,4142.573,976.32416,6174.299999999999,3325.5747,2154.1787,1.2456714,4453266.0,0.016697976738214493,0.014516128227114677,0.64776134,6054.1675,695.43396,7149.9,2997.1543,1483.6691,2.0199718,6508230.0,0.021323135122656822,0.02120518870651722,0.49502593,1086.4149,189.35599,1356.7999999999997,1314.5016,1518.1372,0.8264843,1167896.0,0.011733103543519974,0.028403058648109436,1.1549147
LY2109761,1430.0,144.12489168102786,0.6977431877926588,0.966869506423259,0.7295918367346939,0.8651031904657397,50.6769655286276,36.30234243506146,1.3959695746708307,8951.827,1906.8267,11717.3,1039.5955,588.06964,8.610875,12801113.0,0.024664800614118576,0.015157785266637802,0.5656716,8687.2,1634.9851,11936.2,8437.677,2519.3994,1.0295725,12422696.0,0.014787646941840649,0.014798738993704319,0.29858923,3808.942,763.62354,5311.1,3785.312,1877.1826,1.0062425,5446787.0,0.014421334490180016,0.020184025168418884,0.49591225,4900.4517,753.2249,6298.849999999999,3407.6816,1401.3392,1.4380603,7007646.0,0.017937442287802696,0.025382423773407936,0.4112295,843.02795,144.44508,1052.3999999999996,1437.873,1951.8124,0.5863021,1205530.0,0.01499783806502819,0.051012538373470306,1.3574302
LY2109761,673.0,97.01219330881976,0.5673278252102708,0.9655667144906743,0.7735632183908046,0.8986121395607987,32.302114316498326,26.600533991247858,1.214340822147646,8986.909,2361.0156,12241.2,1045.6173,814.92334,8.594836,6048190.0,0.031800709664821625,0.01813797652721405,0.77937055,9436.803,1484.2585,12128.4,8644.948,3205.898,1.0915973,6350968.0,0.018209688365459442,0.016304394230246544,0.3708406,3991.3862,887.90533,5893.2,3890.511,2070.6702,1.0259285,2686203.0,0.019484760239720345,0.022765260189771652,0.53223604,4414.501,885.12506,6205.5999999999985,3232.0884,1951.1313,1.3658354,2970959.0,0.020345816388726234,0.02907363511621952,0.6036751,991.13074,198.79858,1453.1999999999998,966.79706,374.3751,1.0251694,667031.0,0.017037972807884216,0.01848623901605606,0.38723233
LY2109761,300.0,65.24873734152916,0.4044814813489176,0.9554140127388535,0.7518796992481203,0.885496593956441,20.794148299048732,19.017209073931248,1.0934384860685635,5725.1133,782.39734,7180.900000000001,1029.274,1073.8966,5.5622826,1717534.0,0.01399547141045332,0.01062578521668911,1.0433534,6272.96,1428.5635,9038.5,6773.3184,1861.5588,0.92612803,1881888.0,0.012915311381220818,0.008702825754880905,0.27483705,2707.2134,430.54282,3543.15,3449.3088,1711.9926,0.78485674,812164.0,0.01224165316671133,0.01579582504928112,0.49632916,3547.9666,492.64264,4339.900000000001,2592.0,1495.31,1.3688142,1064390.0,0.017517218366265297,0.022846072912216187,0.5768943,539.2,73.3263,682.1500000000001,738.8428,354.7631,0.7297899,161760.0,0.005834520328789949,0.014888805337250233,0.48016047
LY2109761,1190.0,127.05382386916237,0.5477884298639554,0.9770114942528736,0.7657657657657657,0.9263633077813915,42.58915914220186,35.630810263124566,1.1952902229191993,9064.012,2034.2455,12202.55,1099.8263,613.71204,8.241312,10786174.0,0.027707062661647797,0.017236893996596336,0.55800813,8710.107,1879.5356,12744.399999999998,8884.312,2283.9778,0.9803919,10365028.0,0.01748841442167759,0.014761758968234062,0.2570799,3821.9597,1155.1542,6025.75,3866.8518,1758.2733,0.9883905,4548132.0,0.01586746796965599,0.01993517577648163,0.45470408,5119.085,1094.7727,7429.999999999998,3485.1658,1526.2443,1.468821,6091711.0,0.023420047014951706,0.02587767317891121,0.43792588,1042.5411,414.56885,1368.0,1357.4343,1562.6609,0.76802325,1240624.0,0.02230929397046566,0.04737730696797371,1.1511871
LY2109761,1199.0,131.88225099390857,0.6606184964223134,0.9677158999192897,0.7171052631578947,0.8662761242045469,45.21210578570937,33.941712870807855,1.3320513893273431,10165.409,2679.4104,13783.5,885.7805,579.6421,11.476216,12188326.0,0.03273298591375351,0.015126891434192657,0.6543857,10043.682,1619.1643,13038.499999999998,8572.092,4212.7915,1.1716722,12042374.0,0.01595069281756878,0.01508970744907856,0.4914543,4077.8982,1062.2535,6329.499999999998,3946.0728,2572.0178,1.0334067,4889400.0,0.017119068652391434,0.021199826151132584,0.6517918,5268.0566,1084.7822,6727.299999999996,2934.1682,1963.2313,1.7954174,6316400.0,0.023609887808561325,0.025598514825105667,0.66909295,1057.8307,219.24007,1500.5999999999995,995.75555,485.13702,1.0623398,1268339.0,0.012978366576135159,0.018753714859485626,0.48720494
LY2109761,1092.0,123.63961030678927,0.5900441667957802,0.9732620320855615,0.7368421052631579,0.897671107677248,41.65433263375688,33.63049889243981,1.2385880080750404,10251.101,2868.4966,13804.9,1037.9325,664.2679,9.876462,11194202.0,0.03315162658691406,0.018292544409632683,0.6399914,11690.039,1816.0457,15171.350000000002,9105.076,3323.3257,1.2839035,12765523.0,0.019617050886154175,0.017074136063456535,0.36499703,5045.7856,1189.8734,7470.150000000001,3847.5056,2054.0486,1.3114433,5509998.0,0.021226180717349052,0.02310909889638424,0.533865,6168.085,1225.6826,8627.600000000002,2798.4773,1286.5515,2.204086,6735549.0,0.02976732887327671,0.020790215581655502,0.4597327,1105.9963,200.62086,1545.45,956.22064,383.54492,1.156633,1207748.0,0.012777168303728104,0.019384797662496567,0.40110505
LY2109761,703.0,106.32590180780451,0.8398860494227463,0.9487179487179487,0.6509259259259259,0.7814245282980926,41.15534234652527,22.337587592848294,1.842425560748635,7334.101,1165.7151,9067.4,920.20996,794.02765,7.9700303,5155873.0,0.022616421803832054,0.011558962985873222,0.8628766,7240.6943,1216.6458,9772.699999999999,7040.875,1285.9176,1.0283799,5090208.0,0.011567199602723122,0.010224858298897743,0.18263605,3125.471,461.65176,3949.2999999999997,3264.2463,1118.4412,0.9574862,2197206.0,0.01013885997235775,0.01629791036248207,0.3426338,4473.4937,524.3847,5398.7,2888.8596,1054.5957,1.5485327,3144866.0,0.018587196245789528,0.020641542971134186,0.36505607,834.7411,89.12145,996.9,837.01953,255.0355,0.9972779,586823.0,0.007359344512224197,0.014335916377604008,0.3046948
LY2109761,687.0,104.42640687119285,0.8690252637247422,0.9635343618513323,0.7789115646258503,0.7916731779025027,42.218929961883546,20.888563472931533,2.0211504738749984,7844.3335,1524.6807,10449.399999999998,852.5236,778.4035,9.201309,5389057.0,0.026566032320261,0.009905815124511719,0.913058,7422.048,1150.3627,9884.699999999997,6895.0093,1413.6189,1.0764377,5098947.0,0.012980607338249683,0.009647334925830364,0.20502059,3179.1194,600.7445,4371.699999999999,3250.08,1209.3446,0.97816646,2184055.0,0.014571141451597214,0.01530399452894926,0.37209687,4560.3247,801.92847,6086.499999999997,2912.8796,1332.3889,1.5655726,3132943.0,0.02634565904736519,0.024668090045452118,0.45741296,790.0058,103.24512,962.6999999999999,819.8789,265.76376,0.963564,542734.0,0.008492973633110523,0.01446194015443325,0.32415003
LY2109761,1233.0,137.88225099390857,0.8339381185460101,0.9716312056737588,0.6989795918367347,0.8149973768055967,53.42834272457947,29.484856532972707,1.8120604610991047,11211.479,3162.7397,14668.399999999998,955.934,387.46408,11.728297,13823753.0,0.042805083096027374,0.01612316071987152,0.4053251,11199.575,1886.2732,14946.8,9226.596,2686.4324,1.2138361,13809076.0,0.0206188652664423,0.012672080658376217,0.2911618,4637.369,1094.8274,7007.4,4181.1543,2050.9807,1.1091121,5717876.0,0.02149762213230133,0.017951376736164093,0.49052978,6174.104,1214.833,8364.399999999998,3466.882,1436.8673,1.7808809,7612670.0,0.02966984547674656,0.02466251514852047,0.4144552,1312.3942,283.0349,1960.3999999999978,1167.8259,403.68796,1.1237926,1618182.0,0.018233809620141983,0.019337400794029236,0.34567478
LY2109761,1377.0,138.12489168102786,0.6142348756187486,0.9765957446808511,0.7549342105263158,0.9069845797171014,47.158832698822025,37.214131740333755,1.2672291544480645,10923.081,3073.0037,15465.2,887.0971,558.73694,12.313287,15041082.0,0.03654173016548157,0.014361094683408737,0.62984866,10149.246,1950.252,13782.0,7481.4937,2039.9098,1.3565801,13975512.0,0.018340833485126495,0.010450544767081738,0.27266076,4517.271,925.50885,6489.6,3406.8743,1548.9681,1.3259283,6220282.0,0.016472211107611656,0.016793107613921165,0.4546596,5765.3667,1101.1647,7758.6,2905.6663,1155.5138,1.9841806,7938910.0,0.022852838039398193,0.022494738921523094,0.39767602,1086.1517,167.92854,1404.2,941.1571,446.25656,1.15406,1495631.0,0.0112677700817585,0.023539412766695023,0.47415736
LY2109761,1293.0,138.22539674441617,0.7615441648362695,0.9758490566037736,0.7605882352941177,0.8504184986941525,50.88826427827146,32.98134657761338,1.5429407698232882,9319.315,1934.0321,11791.399999999998,970.5677,568.21906,9.601922,12049875.0,0.029024161398410797,0.014149327762424946,0.58545023,8512.489,1372.9935,11366.599999999995,8019.3975,2250.882,1.0614874,11006648.0,0.013425115495920181,0.010136812925338745,0.2806797,3590.174,692.9153,5020.199999999997,3590.0886,1764.7769,1.0000238,4642095.0,0.013773552142083645,0.016645407304167747,0.49156916,4688.2188,803.03,6121.4,3031.7834,1510.6774,1.5463567,6061867.0,0.014975952915847301,0.02291356585919857,0.4982801,1017.48413,151.08171,1259.7999999999997,1104.5054,788.03595,0.9212125,1315607.0,0.01238327194005251,0.029879385605454445,0.7134741
LY2109761,1404.0,139.88225099390857,0.6600234555247386,0.9777158774373259,0.7744070601213459,0.9016785679793782,48.819194154280055,36.67517512682074,1.3311236820401255,8549.549,1672.9094,11023.0,662.4064,661.2021,12.906803,12003566.0,0.028561001643538475,0.011650207452476025,0.99818194,7807.2935,1786.1287,11221.05,5342.7134,1549.1815,1.4612975,10961440.0,0.013041337952017784,0.006463469006121159,0.28996158,3230.5613,574.9135,4246.4,2568.8652,1006.6581,1.257583,4535708.0,0.011578807607293129,0.01102297380566597,0.39186877,5105.402,1183.336,7345.299999999998,2237.0095,873.3634,2.2822442,7167984.0,0.021697068586945534,0.020319458097219467,0.3904156,669.4936,156.27617,912.8499999999999,613.1567,294.11102,1.0918801,939969.0,0.009764604270458221,0.016485588625073433,0.479667
LY2109761,811.0,108.08326112068522,0.7664603289445057,0.9700956937799043,0.7701804368471035,0.8723963472017927,40.191927528323795,25.814939464321192,1.556925112447892,10141.652,3063.6921,14260.5,1095.663,610.46216,9.256179,8224880.0,0.041813574731349945,0.018945597112178802,0.55716234,14242.018,2980.1328,18805.0,10178.519,4654.243,1.3992231,11550276.0,0.025762278586626053,0.019089465960860252,0.45726135,6328.069,1578.8978,9254.0,4515.89,2753.2358,1.4012893,5132064.0,0.02976449392735958,0.024569500237703323,0.6096773,8627.113,1881.2902,12197.5,3780.9548,1818.6926,2.2817287,6996589.0,0.03108896315097809,0.02415189892053604,0.4810141,1484.8717,291.71887,2009.0,1290.3639,1039.3694,1.1507387,1204231.0,0.018209755420684814,0.027939416468143463,0.8054855
